Unnamed: 0,Rank,Species (50 CFR Part 17),Status,Species Total,Cumulatative Total
,743.0,,latanthera holochila (=Sci name),,E,,"$28,067",,"$1,357,185,805"
,744.0,,"aisy, Parish's (Erigeron parishii)",,T,,"$27,364",,"$1,357,213,169"
,745.0,,"nail, Virginia fringed mountain (Polygyriscus virginianus)",,E,,"$27,190",,"$1,357,240,359"
,746.0,,"guana, Mona ground (Cyclura stejnegeri)",,T,,"$27,000",,"$1,357,267,359"
,747.0,,"upine, scrub (Lupinus aridorum)",,E,,"$26,850",,"$1,357,294,209"
,748.0,,"ace, desert (Eremichthys acros)",,T,,"$26,790",,"$1,357,320,999"
,749.0,,"aisy, Lakeside (Hymenoxys herbacea)",,T,,"$26,742",,"$1,357,347,741"
,750.0,,"pineflower, Monterey (Chorizanthe pungens var. pungens)",,T,,"$26,682",,"$1,357,374,423"
,751.0,,"turgeon, Alabama (Scaphirhynchus suttkusi)",,E,,"$26,626",,"$1,357,401,049"
,752.0,,"ardenia (=Na`u), Hawaiian (Gardenia brighamii)",,E,,"$26,433",,"$1,357,427,482"
,753.0,,"igtoe, southern (Pleurobema georgianum)",,E,,"$26,218",,"$1,357,453,700"
,754.0,,"ail, Guam (Rallus owstoni) - Rota",,EXPN,,"$26,200",,"$1,357,479,900"
,755.0,,Ahinahina (Argyroxiphium sandwicense ssp. sandwicense),,E,,"$26,163",,"$1,357,506,063"
,756.0,,"lum, scrub (Prunus geniculata)",,E,,"$26,150",,"$1,357,532,213"
,757.0,,aha (Cyanea shipmanii),,E,,"$25,991",,"$1,357,558,204"
,758.0,,"pider, Kauai cave wolf or pe'e pe'e maka 'ole (Adelocosa anops)",,E,,"$25,923",,"$1,357,584,127"
,759.0,,chiedea kauaiensis (=Sci name),,E,,"$25,681",,"$1,357,609,808"
,760.0,,"avesnail, Tumbling Creek (Antrobia culveri)",,E,,"$25,600",,"$1,357,635,408"
,761.0,,"angaroo rat, Morro Bay (Dipodomys heermanni morroensis)",,E,,"$25,473",,"$1,357,660,881"
,762.0,,"ampion, fringed (Silene polypetala)",,E,,"$25,408",,"$1,357,686,289"
,763.0,,"eargrass, Britton's (Nolina brittoniana)",,E,,"$25,300",,"$1,357,711,589"
,764.0,,"hite-eye, Rota bridled (Zosterops rotensis)",,E,,"$25,000",,"$1,357,736,589"
,765.0,,"mphipod, Kauai cave (Spelaeorchestia koloana)",,E,,"$24,923",,"$1,357,761,512"
,766.0,,"aintbrush, soft-leaved (Castilleja mollis)",,E,,"$24,845",,"$1,357,786,357"
,767.0,,"adtom, pygmy (Noturus stanauli) -TN - portions of the French",,EXPN,,"$24,700",,"$1,357,811,057"
,,,road and Holston Rivers,,,,,,
,767.0,,"anzanita, Ione (Arctostaphylos myrtifolia)",,T,,"$24,700",,"$1,357,835,757"
,768.0,,"actus, Arizona hedgehog (Echinocereus triglochidiatus var.",,E,,"$24,637",,"$1,357,860,394"
,,,rizonicus),,,,,,
,769.0,,aha (Cyanea grimesiana ssp. grimesiana),,E,,"$24,635",,"$1,357,885,029"
,770.0,,"uma (=cougar), eastern (Puma (=Felis) concolor couguar)",,E,,"$24,250",,"$1,357,909,279"
,771.0,,upaka (Isodendrion longifolium),,T,,"$24,142",,"$1,357,933,421"
,772.0,,"actus, Brady pincushion (Pediocactus bradyi)",,E,,"$23,870",,"$1,357,957,291"
,773.0,,"ulrush, Northeastern (Scirpus ancistrochaetus)",,E,,"$23,687",,"$1,357,980,978"
,774.0,,"iellia, asplenium-leaved (Diellia erecta)",,E,,"$23,604",,"$1,358,004,582"
,775.0,,"utterfly, Myrtle's silverspot (Speyeria zerene myrtleae)",,E,,"$23,500",,"$1,358,028,082"
,776.0,,andlace (Polygonella myriophylla),,E,,"$23,150",,"$1,358,051,232"
,777.0,,"ousewort, Furbish (Pedicularis furbishiae)",,E,,"$23,100",,"$1,358,074,332"
,778.0,,amakahala (Labordia lydgatei),,E,,"$23,032",,"$1,358,097,364"
,779.0,,"agwort, San Francisco Peaks (Packera franciscana)",,T,,"$23,025",,"$1,358,120,389"
,780.0,,"risette, white (Sisyrinchium dichotomum)",,E,,"$22,990",,"$1,358,143,379"
,781.0,,"ock-cress, Braun's (Arabis perstellata)",,E,,"$22,886",,"$1,358,166,265"
,782.0,,"upine, Nipomo Mesa (Lupinus nipomensis)",,E,,"$22,869",,"$1,358,189,134"
,783.0,,oki`o ke`oke`o (Hibiscus waimeae ssp. hannerae),,E,,"$22,788",,"$1,358,211,922"
,784.0,,a`iniu (Astelia waialealae),,E,,"$22,681",,"$1,358,234,603"
,785.0,,"humbo, Higo (Harrisia portoricensis)",,T,,"$22,500",,"$1,358,257,103"
,786.0,,iplazium molokaiense (=Sci name),,E,,"$22,488",,"$1,358,279,591"
,787.0,,"pringsnail, Three Forks (Pyrgulopsis trivialis)",,E,,"$22,400",,"$1,358,301,991"
,788.0,,olea (Myrsine linearifolia),,T,,"$22,288",,"$1,358,324,279"
,789.0,,lani (Melicope pallida),,E,,"$22,210",,"$1,358,346,489"
,790.0,,"int, scrub (Dicerandra frutescens)",,E,,"$22,060",,"$1,358,368,549"
,791.0,,"adtom, yellowfin (Noturus flavipinnis) - Holston River, VA, TN",,EXPN,,"$22,000",,"$1,358,390,549"
,792.0,,"entaury, spring-loving (Centaurium namophilum)",,T,,"$21,978",,"$1,358,412,527"
,793.0,,"utterfly, Uncompahgre fritillary (Boloria acrocnema)",,E,,"$21,974",,"$1,358,434,501"
,794.0,,"nail, Iowa Pleistocene (Discus macclintocki)",,E,,"$21,870",,"$1,358,456,371"
,795.0,,eysseria (=Lagenifera) erici (=Sci name),,E,,"$21,856",,"$1,358,478,227"
,796.0,,"anioc, Walker's (Manihot walkerae)",,E,,"$21,700",,"$1,358,499,927"
,797.0,,"occasinshell, Coosa (Medionidus parvulus)",,E,,"$21,686",,"$1,358,521,613"
,798.0,,"oshawk, Queen Charlotte (Accipiter gentilis laingi) - British",,T,,"$21,652",,"$1,358,543,265"
,,,olumbia DPS,,,,,,
,799.0,,"ilk-vetch, coastal dunes (Astragalus tener var. titi)",,E,,"$21,600",,"$1,358,564,865"
,800.0,,"eshweaver, Government Canyon Bat Cave (Cicurina vespera)",,E,,"$21,590",,"$1,358,586,455"
,801.0,,"adies'-tresses, Navasota (Spiranthes parksii)",,E,,"$21,500",,"$1,358,607,955"
,802.0,,"eetle, Hungerford's crawling water (Brychius hungerfordi)",,E,,"$21,362",,"$1,358,629,317"
,803.0,,"pider, Government Canyon Bat Cave (Neoleptoneta microps)",,E,,"$21,300",,"$1,358,650,617"
,803.0,,"larkia, Presidio (Clarkia franciscana)",,E,,"$21,300",,"$1,358,671,917"
,804.0,,"hiner, blue (Cyprinella caerulea)",,T,,"$21,296",,"$1,358,693,213"
,805.0,,"round beetle, [unnamed] (Rhadine infernalis)",,E,,"$21,100",,"$1,358,714,313"
,805.0,,"eetle, Helotes mold (Batrisodes venyivi)",,E,,"$21,100",,"$1,358,735,413"
,805.0,,"round beetle, [unnamed] (Rhadine exilis)",,E,,"$21,100",,"$1,358,756,513"
,806.0,,nakeroot (Eryngium cuneifolium),,E,,"$21,050",,"$1,358,777,563"
,807.0,,"tickseed, showy (Hackelia venusta)",,E,,"$21,014",,"$1,358,798,577"
,808.0,,"eshweaver, Robber Baron Cave (Cicurina baronia)",,E,,"$20,900",,"$1,358,819,477"
,809.0,,"ilkvetch, Osterhout (Astragalus osterhoutii)",,E,,"$20,862",,"$1,358,840,339"
,810.0,,auoa (Ctenitis squamigera),,E,,"$20,810",,"$1,358,861,149"
,811.0,,"arebells, Avon Park (Crotalaria avonensis)",,E,,"$20,750",,"$1,358,881,899"
,812.0,,"neezeweed, Virginia (Helenium virginicum)",,T,,"$20,578",,"$1,358,902,477"
,813.0,,"upfish, Comanche Springs (Cyprinodon elegans)",,E,,"$20,500",,"$1,358,922,977"
,814.0,,"unflower, San Mateo woolly (Eriophyllum latilobum)",,E,,"$20,300",,"$1,358,943,277"
,815.0,,`e (Zanthoxylum dipetalum var. tomentosum),,E,,"$20,208",,"$1,358,963,485"
,816.0,,"eshweaver, Madla's Cave (Cicurina madla)",,E,,"$20,200",,"$1,358,983,685"
,817.0,,"actus, Sneed pincushion (Coryphantha sneedii var. sneedii)",,E,,"$20,100",,"$1,359,003,785"
,818.0,,"edge, golden (Carex lutea)",,E,,"$20,050",,"$1,359,023,835"
,819.0,,"ilk-vetch, Ash meadows (Astragalus phoenix)",,T,,"$19,980",,"$1,359,043,815"
,820.0,,unroidendron racemosum (=Sci name),,E,,"$19,856",,"$1,359,063,671"
,820.0,,a`iwale (Cyrtandra limahuliensis),,T,,"$19,856",,"$1,359,083,527"
,821.0,,"arberry, island (Berberis pinnata ssp. insularis)",,E,,"$19,845",,"$1,359,103,372"
,822.0,,"ouse, Key Largo cotton (Peromyscus gossypinus allapaticola)",,E,,"$19,728",,"$1,359,123,100"
,823.0,,"hub, slender (Erimystax cahni)",,T,,"$19,700",,"$1,359,142,800"
,824.0,,"oseroot, Leedy's (Rhodiola integrifolia ssp. leedyi)",,T,,"$19,632",,"$1,359,162,432"
,825.0,,anshell (Cyprogenia stegaria) - TN - portions of the French Broad,,EXPN,,"$19,589",,"$1,359,182,021"
,,,nd Holston Rivers,,,,,,
,826.0,,"ace, Laurel (Chrosomus saylori)",,E,,"$19,546",,"$1,359,201,567"
,827.0,,"unflower, Pecos (=puzzle, =paradox) (Helianthus paradoxus)",,T,,"$19,364",,"$1,359,220,931"
,828.0,,aha (Cyanea stictophylla),,E,,"$19,275",,"$1,359,240,206"
,829.0,,iola lanaiensis (=Sci name),,E,,"$19,113",,"$1,359,259,319"
,829.0,,aha (Cyanea lobata),,E,,"$19,113",,"$1,359,278,432"
,830.0,,"hale, Southern Right (Eubalaena australis)",,E,,"$19,050",,"$1,359,297,482"
,831.0,,"ladderpod, white (Lesquerella pallida)",,E,,"$19,000",,"$1,359,316,482"
,832.0,,"hododendron, Chapman (Rhododendron chapmanii)",,E,,"$18,900",,"$1,359,335,382"
,833.0,,eraudia sericea (=Sci name),,E,,"$18,885",,"$1,359,354,267"
,834.0,,Anaunau (Lepidium arbuscula),,E,,"$18,851",,"$1,359,373,118"
,835.0,,"artyback, white (pearlymussel) (Plethobasus cicatricosus) - TN -",,EXPN,,"$18,849",,"$1,359,391,967"
,,,ortions of the French Broad and Holston Rivers,,,,,,
,836.0,,Anunu (Sicyos alba),,E,,"$18,703",,"$1,359,410,670"
,837.0,,"onkshood, northern wild (Aconitum noveboracense)",,T,,"$18,616",,"$1,359,429,286"
,838.0,,Oha wai (Clermontia pyrularia),,E,,"$18,502",,"$1,359,447,788"
,839.0,,"urtle, flattened musk (Sternotherus depressus) - species range",,T,,"$18,452",,"$1,359,466,240"
,,,larified,,,,,,
,840.0,,iponapona (Phyllostegia racemosa),,E,,"$18,326",,"$1,359,484,566"
,841.0,,"ilverside, Waccamaw (Menidia extensa)",,T,,"$18,220",,"$1,359,502,786"
,842.0,,"arter, slackwater (Etheostoma boschungi)",,T,,"$18,121",,"$1,359,520,907"
,843.0,,"pringfish, White River (Crenichthys baileyi baileyi)",,E,,"$18,104",,"$1,359,539,011"
,844.0,,"inch, Laysan (honeycreeper) (Telespyza cantans)",,E,,"$18,037",,"$1,359,557,048"
,845.0,,u`uka`a (Cyperus trachysanthos),,E,,"$18,019",,"$1,359,575,067"
,846.0,,"oetzea, beautiful (Goetzea elegans)",,E,,"$18,000",,"$1,359,593,067"
,847.0,,"lazingstar, Ash Meadows (Mentzelia leucophylla)",,T,,"$17,982",,"$1,359,611,049"
,848.0,,"ace, Kendall Warm Springs (Rhinichthys osculus thermalis)",,E,,"$17,885",,"$1,359,628,934"
,849.0,,amakahala (Labordia tinifolia var. lanaiensis),,E,,"$17,870",,"$1,359,646,804"
,850.0,,eau (Exocarpos luteolus),,E,,"$17,856",,"$1,359,664,660"
,851.0,,"vens, spreading (Geum radiatum)",,E,,"$17,820",,"$1,359,682,480"
,852.0,,opa (Hedyotis schlechtendahliana var. remyi),,E,,"$17,532",,"$1,359,700,012"
,853.0,,"oldenrod, Houghton's (Solidago houghtonii)",,T,,"$17,329",,"$1,359,717,341"
,854.0,,"leabane, Zuni (Erigeron rhizomatus)",,T,,"$17,300",,"$1,359,734,641"
,855.0,,"int, Garrett's (Dicerandra christmanii)",,E,,"$17,250",,"$1,359,751,891"
,856.0,,urple cat's paw (=purple cat's paw pearlymussel) (Epioblasma,,E,,"$17,230",,"$1,359,769,121"
,,,bliquata obliquata) - Except where EXPN,,,,,,
,857.0,,"histle, La Graciosa (Cirsium loncholepis)",,E,,"$17,127",,"$1,359,786,248"
,858.0,,"nail, tulotoma (Tulotoma magnifica)",,E,,"$17,101",,"$1,359,803,349"
,859.0,,"ilversword, Mauna Loa (=Ka'u) (Argyroxiphium kauense)",,E,,"$17,099",,"$1,359,820,448"
,860.0,,"attleweed, hairy (Baptisia arachnifera)",,E,,"$17,000",,"$1,359,837,448"
,860.0,,obana negra (Stahlia monosperma),,T,,"$17,000",,"$1,359,854,448"
,860.0,,"ster, Ruth's golden (Pityopsis ruthii)",,E,,"$17,000",,"$1,359,871,448"
,861.0,,"int, Lakela's (Dicerandra immaculata)",,E,,"$16,870",,"$1,359,888,318"
,862.0,,"andalwood, Lanai (=`iliahi) (Santalum freycinetianum var.",,E,,"$16,856",,"$1,359,905,174"
,,,anaiense),,,,,,
,862.0,,ohoanu (Geranium kauaiense),,E,,"$16,856",,"$1,359,922,030"
,862.0,,eysseria (=Lagenifera) helenae (=Sci name),,E,,"$16,856",,"$1,359,938,886"
,863.0,,"ush-clover, prairie (Lespedeza leptostachya)",,T,,"$16,783",,"$1,359,955,669"
,864.0,,ice rat (Oryzomys palustris natator) - lower FL Keys,,E,,"$16,710",,"$1,359,972,379"
,865.0,,ohoanu (Geranium multiflorum),,E,,"$16,641",,"$1,359,989,020"
,866.0,,"liff-rose, Arizona (Purshia (=Cowania) subintegra)",,E,,"$16,615",,"$1,360,005,635"
,867.0,,ehe (Lipochaeta lobata var. leptophylla),,E,,"$16,519",,"$1,360,022,154"
,868.0,,"etch, Hawaiian (Vicia menziesii)",,E,,"$16,492",,"$1,360,038,646"
,869.0,,"ush-pea, slender (Hoffmannseggia tenella)",,E,,"$16,400",,"$1,360,055,046"
,870.0,,"utterfly, San Bruno elfin (Callophrys mossii bayensis)",,E,,"$16,372",,"$1,360,071,418"
,871.0,,a`ena`e (Dubautia waialealae),,E,,"$16,356",,"$1,360,087,774"
,871.0,,Awikiwiki (Canavalia molokaiensis),,E,,"$16,356",,"$1,360,104,130"
,871.0,,amakahala (Labordia pumila),,E,,"$16,356",,"$1,360,120,486"
,872.0,,"rcutt grass, hairy (Orcuttia pilosa)",,E,,"$16,190",,"$1,360,136,676"
,873.0,,"arter, Cumberland (Etheostoma susanae)",,E,,"$16,177",,"$1,360,152,853"
,874.0,,"ombshell, upland (Epioblasma metastriata)",,E,,"$16,158",,"$1,360,169,011"
,875.0,,"igeon, Puerto Rican plain (Columba inornata wetmorei)",,E,,"$16,120",,"$1,360,185,131"
,876.0,,ugenia woodburyana (=Sci name),,E,,"$16,000",,"$1,360,201,131"
,877.0,,"earlymussel, Curtis (Epioblasma florentina curtisii)",,E,,"$15,900",,"$1,360,217,031"
,878.0,,au kuahiwi (Hibiscadelphus hualalaiensis),,E,,"$15,894",,"$1,360,232,925"
,879.0,,ehua makanoe (Lysimachia daphnoides),,E,,"$15,856",,"$1,360,248,781"
,880.0,,"larkia, Springville (Clarkia springvillensis)",,T,,"$15,705",,"$1,360,264,486"
,881.0,,"ocksnail, painted (Leptoxis taeniata)",,T,,"$15,638",,"$1,360,280,124"
,882.0,,"onkey-flower, Michigan (Mimulus michiganensis)",,E,,"$15,562",,"$1,360,295,686"
,883.0,,"utton, Mohr's Barbara (Marshallia mohrii)",,T,,"$15,533",,"$1,360,311,219"
,884.0,,aha (Cyanea platyphylla),,E,,"$15,532",,"$1,360,326,751"
,884.0,,aha (Cyanea macrostegia ssp. gibsonii),,E,,"$15,532",,"$1,360,342,283"
,885.0,,"itcher-plant, Alabama canebrake (Sarracenia rubra ssp.",,E,,"$15,500",,"$1,360,357,783"
,,,labamensis),,,,,,
,885.0,,"ern, Aleutian shield (Polystichum aleuticum)",,E,,"$15,500",,"$1,360,373,283"
,886.0,,"awk, Puerto Rican sharp-shinned (Accipiter striatus venator)",,E,,"$15,443",,"$1,360,388,726"
,887.0,,lani (Melicope knudsenii),,E,,"$15,434",,"$1,360,404,160"
,888.0,,"purge, Hoover's (Chamaesyce hooveri)",,T,,"$15,400",,"$1,360,419,560"
,889.0,,lani (Melicope munroi),,E,,"$15,356",,"$1,360,434,916"
,889.0,,a`iwale (Cyrtandra munroi),,E,,"$15,356",,"$1,360,450,272"
,890.0,,"une Beetle, Caseys (Dinacoma caseyi)",,E,,"$15,350",,"$1,360,465,622"
,891.0,,chyranthes mutica (=Sci name),,E,,"$15,326",,"$1,360,480,948"
,892.0,,"ison, wood (Bison bison athabascae)",,E,,"$15,300",,"$1,360,496,248"
,893.0,,"mphipod, Illinois cave (Gammarus acherondytes)",,E,,"$15,262",,"$1,360,511,510"
,894.0,,"oneycreeper, crested (Palmeria dolei)",,E,,"$15,085",,"$1,360,526,595"
,895.0,,"ouse, Anastasia Island beach (Peromyscus polionotus phasma)",,E,,"$15,044",,"$1,360,541,639"
,896.0,,"mphianthus, little (Amphianthus pusillus)",,T,,"$15,033",,"$1,360,556,672"
,897.0,,lubshell (Pleurobema clava) - Free-Flowing Reach of the TN River,,EXPN,,"$15,000",,"$1,360,571,672"
,,,"elow Wilson Dam, Colbert and Lauderdale Counties, AL",,,,,,
,897.0,,eptocereus grantianus (=Sci name),,E,,"$15,000",,"$1,360,586,672"
,898.0,,"ush-rose, island (Helianthemum greenei)",,T,,"$14,973",,"$1,360,601,645"
,899.0,,o`ulu (Pritchardia affinis),,E,,"$14,960",,"$1,360,616,605"
,900.0,,"lazingstar, scrub (Liatris ohlingerae)",,E,,"$14,900",,"$1,360,631,505"
,901.0,,a`iwale (Cyrtandra tintinnabula),,E,,"$14,826",,"$1,360,646,331"
,902.0,,"olygonum, Scotts Valley (Polygonum hickmanii)",,E,,"$14,743",,"$1,360,661,074"
,903.0,,"eather flower, Alabama (Clematis socialis)",,E,,"$14,733",,"$1,360,675,807"
,904.0,,"actus, Key tree (Pilosocereus robinii)",,E,,"$14,720",,"$1,360,690,527"
,905.0,,chiedea hookeri (=Sci name),,E,,"$14,619",,"$1,360,705,146"
,906.0,,o`ulu (Pritchardia schattaueri),,E,,"$14,570",,"$1,360,719,716"
,907.0,,lani (Melicope saint-johnii),,E,,"$14,519",,"$1,360,734,235"
,907.0,,iellia unisora (=Sci name),,E,,"$14,519",,"$1,360,748,754"
,908.0,,Oha wai (Clermontia oblongifolia ssp. mauiensis),,E,,"$14,456",,"$1,360,763,210"
,909.0,,"purge, Garber's (Chamaesyce garberi)",,T,,"$14,450",,"$1,360,777,660"
,910.0,,"Aiakeakua, popolo (Solanum sandwicense)",,E,,"$14,400",,"$1,360,792,060"
,911.0,,"osemary, short-leaved (Conradina brevifolia)",,E,,"$14,350",,"$1,360,806,410"
,912.0,,chiedea haleakalensis (=Sci name),,E,,"$14,264",,"$1,360,820,674"
,913.0,,"helypody, Howell's spectacular (Thelypodium howellii spectabilis)",,T,,"$14,192",,"$1,360,834,866"
,914.0,,"actus, Lee pincushion (Coryphantha sneedii var. leei)",,T,,"$14,100",,"$1,360,848,966"
,915.0,,"mphipod, Noel's (Gammarus desperatus)",,E,,"$14,065",,"$1,360,863,031"
,916.0,,"eardtongue, Penland (Penstemon penlandii)",,E,,"$14,046",,"$1,360,877,077"
,917.0,,"acquemontia, beach (Jacquemontia reclinata)",,E,,"$13,970",,"$1,360,891,047"
,918.0,,"utterfly, lotis blue (Lycaeides argyrognomon lotis)",,E,,"$13,894",,"$1,360,904,941"
,919.0,,"ock-cress, Hoffmann's (Arabis hoffmannii)",,E,,"$13,884",,"$1,360,918,825"
,920.0,,lani (Melicope mucronulata),,E,,"$13,866",,"$1,360,932,691"
,921.0,,"cornshell, southern (Epioblasma othcaloogensis)",,E,,"$13,833",,"$1,360,946,524"
,922.0,,"ui chub, Owens (Gila bicolor ssp. snyderi)",,E,,"$13,757",,"$1,360,960,281"
,923.0,,"arberry, Nevin's (Berberis nevinii)",,E,,"$13,623",,"$1,360,973,904"
,924.0,,"pringsnail, Roswell (Pyrgulopsis roswellensis)",,E,,"$13,565",,"$1,360,987,469"
,925.0,,hyllostegia parviflora (=Sci name),,E,,"$13,535",,"$1,361,001,004"
,926.0,,"iversnail, Anthony's (Athearnia anthonyi) - Except where EXPN",,E,,"$13,500",,"$1,361,014,504"
,926.0,,"oldenrod, Short's (Solidago shortii)",,E,,"$13,500",,"$1,361,028,004"
,927.0,,"pringsnail, Koster's (Juturnia kosteri)",,E,,"$13,465",,"$1,361,041,469"
,928.0,,"edge, Navajo (Carex specuicola)",,T,,"$13,388",,"$1,361,054,857"
,929.0,,ahnia lanaiensis (=Sci name),,E,,"$13,356",,"$1,361,068,213"
,930.0,,ua `ala (Brighamia rockii),,E,,"$13,181",,"$1,361,081,394"
,931.0,,"inkroot, gentian (Spigelia gentianoides)",,E,,"$13,138",,"$1,361,094,532"
,932.0,,iellia falcata (=Sci name),,E,,"$13,063",,"$1,361,107,595"
,933.0,,"actus, Nichol's Turk's head (Echinocactus horizonthalonius var.",,E,,"$13,050",,"$1,361,120,645"
,,,icholii),,,,,,
,934,"Spineflower, Robust (incl. Scotts Valley) (Chorizanthe robusta (incl.",E,"$13,009","$1,361,133,654"
,vars. robusta and hartwegii)),,,,
,935,Haha (Cyanea hamatiflora ssp. carlsonii),E,"$12,976","$1,361,146,630"
,936,"Wild-rice, Texas (Zizania texana)",E,"$12,900","$1,361,159,530"
,937,"Tiger beetle, Ohlone (Cicindela ohlone)",E,"$12,868","$1,361,172,398"
,938,Alani (Melicope adscendens),E,"$12,866","$1,361,185,264"
,939,"Lichen, rock gnome (Gymnoderma lineare)",E,"$12,830","$1,361,198,094"
,940,Lobelia niihauensis (=Sci name),E,"$12,668","$1,361,210,762"
,941,Makou (Peucedanum sandwicense),T,"$12,642","$1,361,223,404"
,942,"Chub, Yaqui (Gila purpurea)",E,"$12,605","$1,361,236,009"
,943,Phyllostegia velutina (=Sci name),E,"$12,526","$1,361,248,535"
,944,"Grass, Colusa (Neostapfia colusana)",T,"$12,500","$1,361,261,035"
,944,"Rosemary, Apalachicola (Conradina glabra)",E,"$12,500","$1,361,273,535"
,945,Gouania meyenii (=Sci name),E,"$12,467","$1,361,286,002"
,946,"Liveforever, Santa Barbara Island (Dudleya traskiae)",E,"$12,455","$1,361,298,457"
,947,"Pomace fly, [unnamed] (Drosophila musaphilia)",E,"$12,423","$1,361,310,880"
,948,Ha`iwale (Cyrtandra giffardii),E,"$12,394","$1,361,323,274"
,949,Phyllostegia glabra var. lanaiensis (=Sci name),E,"$12,356","$1,361,335,630"
,950,Awiwi (Centaurium sebaeoides),E,"$12,341","$1,361,347,971"
,951,Laulihilihi (Schiedea stellarioides),E,"$12,240","$1,361,360,211"
,952,Abutilon eremitopetalum (=Sci name) -,E,"$12,181","$1,361,372,392"
,953,"Catfish, Yaqui (Ictalurus pricei)",T,"$12,155","$1,361,384,547"
,954,"Bellflower, Brooksville (Campanula robinsiae)",E,"$12,000","$1,361,396,547"
,955,"Gourd, Okeechobee (Cucurbita okeechobeensis ssp. okeechobeensis)",E,"$11,970","$1,361,408,517"
,956,Haha (Cyanea truncata),E,"$11,967","$1,361,420,484"
,957,Diellia mannii (=Sci name),E,"$11,929","$1,361,432,413"
,958,Delissea undulata (=Sci name),E,"$11,901","$1,361,444,314"
,959,"Cactus, black lace (Echinocereus reichenbachii var. albertii)",E,"$11,900","$1,361,456,214"
,959,Geocarpon minimum (=Sci name),T,"$11,900","$1,361,468,114"
,960,Pigeon wings (Clitoria fragrans),T,"$11,850","$1,361,479,964"
,961,Lau `ehu (Panicum niihauense),E,"$11,613","$1,361,491,577"
,962,"Naupaka, dwarf (Scaevola coriacea)",E,"$11,605","$1,361,503,182"
,963,"Darter, relict (Etheostoma chienense)",E,"$11,600","$1,361,514,782"
,964,Delissea rhytidosperma (=Sci name),E,"$11,532","$1,361,526,314"
,965.0,,"urlew, Eskimo (Numenius borealis)",,E,,"$11,500",,"$1,361,537,814"
,965.0,,"limia, lacy (snail) (Elimia crenatella)",,T,,"$11,500",,"$1,361,549,314"
,965.0,,ariaco (Trichilia triacantha),,E,,"$11,500",,"$1,361,560,814"
,966.0,,"ypericum, highlands scrub (Hypericum cumulicola)",,E,,"$11,350",,"$1,361,572,164"
,967.0,,"anzanita, Santa Rosa Island (Arctostaphylos confertiflora)",,E,,"$11,336",,"$1,361,583,500"
,968.0,,"rillium, persistent (Trillium persistens)",,E,,"$11,212",,"$1,361,594,712"
,969.0,,"ace, Independence Valley speckled (Rhinichthys osculus",,E,,"$11,202",,"$1,361,605,914"
,,,ethoporus),,,,,,
,970.0,,"arplant, Gaviota (Deinandra increscens ssp. villosa)",,E,,"$11,173",,"$1,361,617,087"
,971.0,,"nail, Pecos assiminea (Assiminea pecos)",,E,,"$11,037",,"$1,361,628,124"
,972.0,,chiedea kaalae (=Sci name),,E,,"$11,035",,"$1,361,639,159"
,972.0,,puhe (Urera kaalae),,E,,"$11,035",,"$1,361,650,194"
,973.0,,"upfish, Ash Meadows Amargosa (Cyprinodon nevadensis",,E,,"$11,004",,"$1,361,661,198"
,,,ionectes),,,,,,
,974.0,,villo (Eugenia haematocarpa),,E,,"$11,000",,"$1,361,672,198"
,975.0,,Oha wai (Clermontia samuelii),,E,,"$10,956",,"$1,361,683,154"
,976.0,,"histle, Sacramento Mountains (Cirsium vinaceum)",,T,,"$10,915",,"$1,361,694,069"
,977.0,,"emya, Maui (Remya mauiensis)",,E,,"$10,856",,"$1,361,704,925"
,978.0,,"ocoweed, Fassett's (Oxytropis campestris var. chartacea)",,T,,"$10,848",,"$1,361,715,773"
,979.0,,uahiwi laukahi (Plantago hawaiensis),,E,,"$10,830",,"$1,361,726,603"
,980.0,,au kuahiwi (Hibiscadelphus woodii),,E,,"$10,749",,"$1,361,737,352"
,981.0,,"nail, Chittenango ovate amber (Succinea chittenangoensis)",,T,,"$10,693",,"$1,361,748,045"
,982.0,,Oha wai (Clermontia oblongifolia ssp. brevipes),,E,,"$10,681",,"$1,361,758,726"
,982.0,,aenae (Dubautia kalalauensis),,E,,"$10,681",,"$1,361,769,407"
,983.0,,"ilk-vetch, Peirson's (Astragalus magdalenae var. peirsonii)",,T,,"$10,626",,"$1,361,780,033"
,984.0,,"obwhite, masked (quail) (Colinus virginianus ridgwayi)",,E,,"$10,620",,"$1,361,790,653"
,985.0,,"arter, bayou (Etheostoma rubrum)",,T,,"$10,600",,"$1,361,801,253"
,986.0,,alyptranthes thomasiana (=Sci name),,E,,"$10,500",,"$1,361,811,753"
,986.0,,alo de jazmin (Styrax portoricensis),,E,,"$10,500",,"$1,361,822,253"
,986.0,,"eather flower, Morefield's (Clematis morefieldii)",,E,,"$10,500",,"$1,361,832,753"
,987.0,,aha (Cyanea dunbarii),,E,,"$10,464",,"$1,361,843,217"
,988.0,,etramolopium lepidotum ssp. lepidotum (=Sci name),,E,,"$10,386",,"$1,361,853,603"
,989.0,,"otentilla, Hickman's (Potentilla hickmanii)",,E,,"$10,336",,"$1,361,863,939"
,990.0,,"rass, Solano (Tuctoria mucronata)",,E,,"$10,300",,"$1,361,874,239"
,991,,ilene perlmanii (=Sci name),,E,,"$10,291",,"$1,361,884,530"
,992,,etramolopium remyi (=Sci name),,E,,"$10,249",,"$1,361,894,779"
