Rank,Species (50 CFR Part 17),Status,Species Total,Cumulative Total
287,"Pupfish, Comanche Springs (Cyprinodon elegans)",E,"$187,641","$848,630,531"
288,"Shearwater, Newell's Townsend's (Puffinus auricularis newelli)",T,"$185,836","$848,816,367"
289,"Bat, Mariana fruit (=Mariana flying fox) (Pteropus mariannus mariannus)entire",T,"$185,103","$849,001,470"
290,"Sucker, Warner (Catostomus warnerensis)",T,"$184,700","$849,186,170"
291,"Monkeyface, Appalachian (pearlymussel) (Quadrula sparsa)",E,"$184,382","$849,370,552"
292,"Milk-vetch, Coachella Valley (Astragalus lentiginosus var. coachellae)",E,"$183,042","$849,553,594"
293,"Monardella, willowy (Monardella linoides ssp. viminea)",E,"$182,737","$849,736,331"
294,"Madtom, yellowfin (Noturus flavipinnis)Holston River, VA, TN",EXPN,"$179,612","$849,915,943"
295,"Chub, slender (Erimystax cahni)",T,"$179,240","$850,095,183"
296,"Trout, Paiute cutthroat (Oncorhynchus clarki seleniris)",T,"$178,719","$850,273,902"
297,"Chub, Oregon (Oregonichthys crameri)",E,"$178,228","$850,452,130"
298,"Gerardia, sandplain (Agalinis acuta)",E,"$178,089","$850,630,219"
299,"Salamander, Texas blind (Typhlomolge rathbuni)",E,"$177,516","$850,807,735"
300,"Goldfields, Contra Costa (Lasthenia conjugens)",E,"$177,107","$850,984,842"
301,"Deer, key (Odocoileus virginianus clavium)",E,"$175,500","$851,160,342"
302,"Deer, Columbian white-tailed (Odocoileus virginianus leucurus)Columbia River DPS",E,"$174,613","$851,334,955"
303,"Milk-vetch, Shivwits (Astragalus ampullarioides)",E,"$173,399","$851,508,354"
304,"Spineflower, Monterey (Chorizanthe pungens var. pungens)",T,"$171,909","$851,680,263"
305,"Snake, San Francisco garter (Thamnophis sirtalis tetrataenia)",E,"$170,721","$851,850,984"
306,"Bird's beak, palmate-bracted (Cordylanthus palmatus)",E,"$170,632","$852,021,616"
307,"Sandwort, Bear Valley (Arenaria ursina)",T,"$169,400","$852,191,016"
308,"Woodrat, Key Largo (Neotoma floridana smalli)",E,"$169,131","$852,360,147"
309,"Pupfish, Owens (Cyprinodon radiosus)",E,"$168,021","$852,528,168"
310,"Four-o'clock, MacFarlane's (Mirabilis macfarlanei)",T,"$167,986","$852,696,154"
311,"Tiger beetle, northeastern beach (Cicindela dorsalis dorsalis)",T,"$167,224","$852,863,378"
312,"Mouse, St. Andrew beach (Peromyscus polionotus peninsularis)",E,"$164,661","$853,028,039"
313,"Swiftlet, Mariana gray (Aerodramus vanikorensis bartschi)",E,"$161,300","$853,189,339"
314,"Chub, spotfin (Erimonax monachus)Entire",T,"$159,058","$853,348,397"
315,"Ground beetle, [unnamed] (Rhadine infernalis)",E,"$158,182","$853,506,579"
315,"Ground beetle, [unnamed] (Rhadine exilis)",E,"$158,182","$853,664,761"
316,"Sparrow, San Clemente sage (Amphispiza belli clementeae)",T,"$156,888","$853,821,649"
317,Jaguar (Panthera onca),E,"$155,117","$853,976,766"
318,"Riffleshell, tan (Epioblasma florentina walkeri (=E. walkeri))",E,"$154,682","$854,131,448"
319,"Crocodile, American (Crocodylus acutus) FL pop.",E,"$154,105","$854,285,553"
320,"Mouse, Choctawhatchee beach (Peromyscus polionotus allophrys)",E,"$151,711","$854,437,264"
321,"Lomatium, Cook's (Lomatium cookii)",E,"$147,740","$854,585,004"
322,"Kingfisher, Guam Micronesian (Halcyon cinnamomina cinnamomina)",E,"$147,040","$854,732,044"
323,"Chub, Mohave tui (Gila bicolor mohavensis)",E,"$145,895","$854,877,939"
324,"Orcutt grass, slender (Orcuttia tenuis)",T,"$145,769","$855,023,708"
325,"Manzanita, Ione (Arctostaphylos myrtifolia)",T,"$145,608","$855,169,316"
326,"Cactus, Kuenzler hedgehog (Echinocereus fendleri var. kuenzleri)",E,"$145,380","$855,314,696"
327,"Parrotbill, Maui (honeycreeper) (Pseudonestor xanthophrys)",E,"$145,060","$855,459,756"
328,Mehamehame (Flueggea neowawraea),E,"$143,661","$855,603,417"
329,"Poolfish, Pahrump (Empetrichthys latos)",E,"$140,531","$855,743,948"
330,"Pikeminnow (=squawfish), Colorado (Ptychocheilus lucius)Salt and Verde R. drainages, AZ",EXPN,"$140,283","$855,884,231"
331,"Towhee, Inyo California (Pipilo crissalis eremophilus)",T,"$140,187","$856,024,418"
332,"Coot, Hawaiian (Fulica americana alai)",E,"$139,873","$856,164,291"
333,"Ma`o hau hele, (=native yellow hibiscus) (Hibiscus brackenridgei)",E,"$139,865","$856,304,156"
334,"Tern, roseate (Sterna dougallii dougallii)northeast U.S. nesting pop.",E,"$138,241","$856,442,397"
335,Schiedea kaalae (=Sci name),E,"$137,931","$856,580,328"
336,"Pearlymussel, littlewing (Pegias fabula)",E,"$137,270","$856,717,598"
337,"Caribou, woodland (Rangifer tarandus caribou)Selkirk Mountain population",E,"$136,507","$856,854,105"
338,"Fly, Delhi Sands flower-loving (Rhaphiomidas terminatus abdominalis)",E,"$135,497","$856,989,602"
339,"Kangaroo rat, San Bernardino Merriam's (Dipodomys merriami parvus)",E,"$135,495","$857,125,097"
340,"Checker-mallow, Nelson's (Sidalcea nelsoniana)",T,"$134,504","$857,259,601"
341,"Aster, decurrent false (Boltonia decurrens)",T,"$134,228","$857,393,829"
342,"Cavefish, Ozark (Amblyopsis rosae)",T,"$131,622","$857,525,451"
343,Kamanomano (Cenchrus agrimonioides),E,"$130,658","$857,656,109"
344,"Butterfly, Smith's blue (Euphilotes enoptes smithi)",E,"$130,436","$857,786,545"
345,Ocelot (Leopardus (=Felis) pardalis),E,"$129,945","$857,916,490"
346,Kulu`i (Nototrichium humile),E,"$129,095","$858,045,585"
347,"Barberry, Nevin's (Berberis nevinii)",E,"$128,243","$858,173,828"
348,Mahoe (Alectryon macrococcus),E,"$125,824","$858,299,652"
349,Hesperomannia arbuscula (=Sci name),E,"$124,425","$858,424,077"
350,Guajon (Eleutherodactylus cooki),T,"$124,250","$858,548,327"
351,Schiedea nuttallii (=Sci name),E,"$124,085","$858,672,412"
352,"Dace, Ash Meadows speckled (Rhinichthys osculus nevadensis)",E,"$122,833","$858,795,245"
353,"Kangaroo rat, Stephens' (Dipodomys stephensi (incl. D. cascus))",E,"$122,480","$858,917,725"
354,"Kangaroo rat, Tipton (Dipodomys nitratoides nitratoides)",E,"$121,275","$859,039,000"
355,Hedyotis degeneri (=Sci name),E,"$120,854","$859,159,854"
356,"Moorhen, Hawaiian common (Gallinula chloropus sandvicensis)",E,"$119,747","$859,279,601"
357,Oha (Delissea subcordata),E,"$119,425","$859,399,026"
358,`Akoko (Chamaesyce celastroides var. kaenana),E,"$119,195","$859,518,221"
359,"Limpet, Banbury Springs (Lanx sp.)",E,"$119,084","$859,637,305"
360,"Polygala, Lewton's (Polygala lewtonii)",E,"$119,000","$859,756,305"
361,Haha (Cyanea superba),E,"$118,650","$859,874,955"
361,Haha (Cyanea grimesiana ssp. obatae),E,"$118,650","$859,993,605"
362,"Elktoe, Appalachian (Alasmidonta raveneliana)",E,"$118,456","$860,112,061"
363,Phyllostegia kaalaensis (=Sci name),E,"$117,839","$860,229,900"
364,"Thistle, Suisun (Cirsium hydrophilum var. hydrophilum)",E,"$117,075","$860,346,975"
365,Alsinidendron obovatum (=Sci name),E,"$116,964","$860,463,939"
365,`Akoko (Chamaesyce herbstii),E,"$116,964","$860,580,903"
366,Neraudia angulata (=Sci name),E,"$116,931","$860,697,834"
367,Hedyotis parvula (=Sci name),E,"$116,431","$860,814,265"
367,Tetramolopium filiforme (=Sci name),E,"$116,431","$860,930,696"
367,Pamakani (Viola chamissoniana ssp. chamissoniana),E,"$116,431","$861,047,127"
367,Na`ena`e (Dubautia herbstobatae),E,"$116,431","$861,163,558"
367,Lo`ulu (Pritchardia kaalae),E,"$116,431","$861,279,989"
367,Sanicula mariversa (=Sci name),E,"$116,431","$861,396,420"
368,Ha`iwale (Cyrtandra dentata),E,"$116,056","$861,512,476"
369,"Snail, Morro shoulderband (=Banded dune) (Helminthoglyptawalkeriana)",E,"$115,638","$861,628,114"
370,Haha (Cyanea longiflora),E,"$115,099","$861,743,213"
371,Nehe (Lipochaeta tenuifolia),E,"$114,931","$861,858,144"
372,"Salamander, Sonora tiger (Ambystoma tigrinum stebbinsi)",E,"$113,150","$861,971,294"
373,"Snail, Snake River physa (Physa natricina)",E,"$113,048","$862,084,342"
374,"Salamander, Santa Cruz long-toed (Ambystoma macrodactylumcroceum)",E,"$112,865","$862,197,207"
375,"Brodiaea, thread-leaved (Brodiaea filifolia)",T,"$112,457","$862,309,664"
376,"Three-ridge, fat (mussel) (Amblema neislerii)",E,"$112,415","$862,422,079"
377,"Butterfly plant, Colorado (Gaura neomexicana var. coloradensis)",T,"$112,218","$862,534,297"
378,Catesbaea melanocarpa (=Sci name),E,"$111,900","$862,646,197"
379,"Bean, Cumberland (pearlymussel) (Villosa trabalis)Entire Range; Except where listed as Experimental Populations",E,"$110,245","$862,756,442"
380,"Riffleshell, northern (Epioblasma torulosa rangiana)",E,"$109,648","$862,866,090"
381,"Cactus, Sneed pincushion (Coryphantha sneedii var. sneedii)",E,"$109,128","$862,975,218"
382,"Shrimp, Alabama cave (Palaemonias alabamae)",E,"$108,792","$863,084,010"
383,"Desert-parsley, Bradshaw's (Lomatium bradshawii)",E,"$108,579","$863,192,589"
384,"Howellia, water (Howellia aquatilis)",T,"$106,539","$863,299,128"
385,"Bean, purple (Villosa perpurpurea)",E,"$106,531","$863,405,659"
386,"Spinymussel, James (Pleurobema collina)",E,"$104,943","$863,510,602"
387,"Shiner, Arkansas River (Notropis girardi)Arkansas R. Basin",T,"$104,111","$863,614,713"
388,"Chub, Borax Lake (Gila boraxobius)",E,"$103,957","$863,718,670"
389,"Layia, beach (Layia carnosa)",E,"$103,682","$863,822,352"
390,"Bird's-beak, soft (Cordylanthus mollis ssp. mollis)",E,"$103,588","$863,925,940"
391,"Lizard, blunt-nosed leopard (Gambelia silus)",E,"$103,104","$864,029,044"
392,"Creeper, Hawaii (Oreomystis mana)",E,"$102,588","$864,131,632"
393,"Salamander, San Marcos (Eurycea nana)",T,"$102,557","$864,234,189"
394,"Toad, Wyoming (Bufo baxteri (=hemiophrys))",E,"$101,495","$864,335,684"
395,"Mouse, southeastern beach (Peromyscus polionotus niveiventris)",T,"$100,930","$864,436,614"
396,"Turtle, Alabama red-belly (Pseudemys alabamensis)",E,"$100,155","$864,536,769"
397,"Fairy shrimp, Conservancy (Branchinecta conservatio)",E,"$99,784","$864,636,553"
398,"Tiger beetle, Puritan (Cicindela puritana)",T,"$98,921","$864,735,474"
399,"Pogonia, small whorled (Isotria medeoloides)",T,"$97,447","$864,832,921"
400,"Sucker, Santa Ana (Catostomus santaanae)3 CA river basins",T,"$96,101","$864,929,022"
401,"Clubshell, southern (Pleurobema decisum)",E,"$95,282","$865,024,304"
402,"Lily, Western (Lilium occidentale)",E,"$93,500","$865,117,804"
403,"Trillium, relict (Trillium reliquum)",E,"$93,191","$865,210,995"
404,"Kangaroo rat, Fresno (Dipodomys nitratoides exilis)",E,"$92,734","$865,303,729"
405,"Mountain beaver, Point Arena (Aplodontia rufa nigra)",E,"$92,404","$865,396,133"
406,"Frog, Mississippi gopher (Rana capito sevosa)Wherever found west of Mobile and Tombigbee Rivers in AL, MS, andLA",E,"$92,077","$865,488,210"
407,"Evening-primrose, San Benito (Camissonia benitensis)",T,"$91,402","$865,579,612"
408,"Otter, southern sea (Enhydra lutris nereis)south of Pt. Conception, CA",EXPN,"$90,910","$865,670,522"
409,"Pupfish, Ash Meadows Amargosa (Cyprinodon nevadensis mionectes)",E,"$90,398","$865,760,920"
410,"Thornmint, San Diego (Acanthomintha ilicifolia)",T,"$89,093","$865,850,013"
411,"Orchid, eastern prairie fringed (Platanthera leucophaea)",T,"$88,916","$865,938,929"
412,"Quillwort, Louisiana (Isoetes louisianensis)",E,"$88,902","$866,027,831"
413,Ko`oloa`ula (Abutilon menziesii),E,"$88,126","$866,115,957"
414,"Wallflower, Menzies' (Erysimum menziesii)",E,"$88,000","$866,203,957"
415,"Megapode, Micronesian (Megapodius laperouse)",E,"$87,950","$866,291,907"
416,"Beauty, Harper's (Harperocallis flava)",E,"$87,616","$866,379,523"
417,"Fairy shrimp, longhorn (Branchinecta longiantenna)",E,"$87,553","$866,467,076"
418,"Cladonia, Florida perforate (Cladonia perforata)",E,"$87,166","$866,554,242"
419,"Dropwort, Canby's (Oxypolis canbyi)",E,"$87,152","$866,641,394"
420,"Orcutt grass, Sacramento (Orcuttia viscida)",E,"$82,300","$866,723,694"
421,"Pentachaeta, Lyon's (Pentachaeta lyonii)",E,"$81,693","$866,805,387"
422,"Sunburst, Hartweg's golden (Pseudobahia bahiifolia)",E,"$80,938","$866,886,325"
423,"Orcutt grass, hairy (Orcuttia pilosa)",E,"$80,819","$866,967,144"
424,"Bankclimber, purple (mussel) (Elliptoideus sloatianus)",T,"$80,515","$867,047,659"
425,"Dawn-flower, Texas prairie (Hymenoxys texana)",E,"$79,170","$867,126,829"
426,"Phlox, Texas trailing (Phlox nivalis ssp. texensis)",E,"$78,850","$867,205,679"
427,"Elktoe, Cumberland (Alasmidonta atropurpurea)",E,"$77,987","$867,283,666"
428,"Boa, Puerto Rican (Epicrates inornatus)",E,"$77,074","$867,360,740"
429,Akiapola`au (honeycreeper) (Hemignathus munroi),E,"$77,001","$867,437,741"
430,"Butterfly, Quino checkerspot (Euphydryas editha quino (=E. e. wrighti))",E,"$76,956","$867,514,697"
431,"Rattlesnake, New Mexican ridge-nosed (Crotalus willardi obscurus)",T,"$76,230","$867,590,927"
432,"Pigtoe, rough (Pleurobema plenum)",E,"$75,562","$867,666,489"
433,"Salamander, Barton Springs (Eurycea sosorum)",E,"$75,377","$867,741,866"
434,"Niterwort, Amargosa (Nitrophila mohavensis)",E,"$75,162","$867,817,028"
435,"Thistle, fountain (Cirsium fontinale var. fontinale)",E,"$75,000","$867,892,028"
436,"Cactus, Wright fishhook (Sclerocactus wrightiae)",E,"$74,666","$867,966,694"
437,"Snake, copperbelly water (Nerodia erythrogaster neglecta)MI, OH, IN N of 400 N. Lat.",T,"$74,400","$868,041,094"
438,"Meadowfoam, Butte County (Limnanthes floccosa ssp. californica)",E,"$74,380","$868,115,474"
439,Nioi (Eugenia koolauensis),E,"$73,849","$868,189,323"
440,"Wooly-threads, San Joaquin (Monolopia (=Lembertia) congdonii)",E,"$73,661","$868,262,984"
441,"Akepa, Hawaii (honeycreeper) (Loxops coccineus coccineus)",E,"$73,391","$868,336,375"
442,"Milk-vetch, Holmgren (Astragalus holmgreniorum)",E,"$73,256","$868,409,631"
443,"Butterfly, Mitchell's satyr (Neonympha mitchellii mitchellii)",E,"$72,583","$868,482,214"
444,"Spinedace, White River (Lepidomeda albivallis)",E,"$72,582","$868,554,796"
445,"Darter, goldline (Percina aurolineata)",T,"$71,454","$868,626,250"
446,"Stickleback, unarmored threespine (Gasterosteus aculeatus williamsoni)",E,"$71,217","$868,697,467"
447,"Tarplant, Gaviota (Deinandra increscens ssp. villosa)",E,"$70,529","$868,767,996"
448,"Pink, swamp (Helonias bullata)",T,"$70,200","$868,838,196"
449,"Snail, flat-spired three-toothed (Triodopsis platysayoides)",T,"$69,660","$868,907,856"
450,"Pupfish, Warm Springs (Cyprinodon nevadensis pectoralis)",E,"$69,580","$868,977,436"
451,Kuahiwi laukahi (Plantago princeps),E,"$69,418","$869,046,854"
452,"Nightjar, Puerto Rican (Caprimulgus noctitherus)",E,"$69,000","$869,115,854"
453,Nanu (Gardenia mannii),E,"$68,941","$869,184,795"
454,Ring pink (mussel) (Obovaria retusa),E,"$68,582","$869,253,377"
455,"Bladderpod, Missouri (Lesquerella filiformis)",T,"$68,437","$869,321,814"
456,"Birds-in-a-nest, white (Macbridea alba)",T,"$67,816","$869,389,630"
457,"Gilia, Monterey (Gilia tenuiflora ssp. arenaria)",E,"$67,493","$869,457,123"
458,"Pocketbook, shinyrayed (Lampsilis subangulata)",E,"$67,302","$869,524,425"
459,Hesperomannia arborescens (=Sci name),E,"$66,501","$869,590,926"
460,"Poppy, Sacramento prickly (Argemone pleiacantha ssp. pinnatisecta)",E,"$66,080","$869,657,006"
461,Cyanea (=Rollandia) crispa (=Sci name),E,"$65,855","$869,722,861"
462,Abutilon sandwicense (=Sci name),E,"$65,435","$869,788,296"
463,"Chub, Chihuahua (Gila nigrescens)",T,"$65,350","$869,853,646"
464,"Crayfish, Nashville (Orconectes shoupi)",E,"$65,197","$869,918,843"
465,Haha (Cyanea acuminata),E,"$64,947","$869,983,790"
466,Po`ouli (honeycreeper) (Melamprosops phaeosoma),E,"$64,798","$870,048,588"
467,"Cactus, Pima pineapple (Coryphantha scheeri var. robustispina)",E,"$64,750","$870,113,338"
468,"Shiner, blue (Cyprinella caerulea)",T,"$64,141","$870,177,479"
469,Kauila (Colubrina oppositifolia),E,"$63,791","$870,241,270"
470,"Pocketbook, Ouachita rock (Arkansia wheeleri)",E,"$63,660","$870,304,930"
471,"Fox, Santa Catalina Island (Urocyon littoralis catalinae)",E,"$63,589","$870,368,519"
472,"Heartleaf, dwarf-flowered (Hexastylis naniflora)",T,"$63,456","$870,431,975"
473,"Butterweed, Layne's (Senecio layneae)",T,"$63,236","$870,495,211"
474,"Spurge, Hoover's (Chamaesyce hooveri)",T,"$62,105","$870,557,316"
475,"Pocketbook, speckled (Lampsilis streckeri)",E,"$62,077","$870,619,393"
476,"Trout, Little Kern golden (Oncorhynchus aguabonita whitei)",T,"$62,060","$870,681,453"
477,"Spineflower, Ben Lomond (Chorizanthe pungens var. hartwegiana)",E,"$61,972","$870,743,425"
478,"Popcornflower, rough (Plagiobothrys hirtus)",E,"$61,761","$870,805,186"
479,"Milk-vetch, Braunton's (Astragalus brauntonii)",E,"$61,704","$870,866,890"
480,Koki`o (Kokia drynarioides),E,"$61,692","$870,928,582"
481,"Ziziphus, Florida (Ziziphus celata)",E,"$61,500","$870,990,082"
482,"Daisy, Maguire (Erigeron maguirei)",T,"$61,436","$871,051,518"
483,"Sucker, Modoc (Catostomus microps)",E,"$61,367","$871,112,885"
484,"Dace, desert (Eremichthys acros)",T,"$60,994","$871,173,879"
485,"Bladderpod, white (Lesquerella pallida)",E,"$60,943","$871,234,822"
486,"Spineflower, Orcutt's (Chorizanthe orcuttiana)",E,"$60,848","$871,295,670"
487,"Pearlymussel, Curtis (Epioblasma florentina curtisii)",E,"$60,214","$871,355,884"
488,"Jewelflower, California (Caulanthus californicus)",E,"$60,129","$871,416,013"
489,"Thistle, Sacramento Mountains (Cirsium vinaceum)",T,"$60,000","$871,476,013"
490,"Bat, Ozark big-eared (Corynorhinus (=Plecotus) townsendii ingens)",E,"$59,700","$871,535,713"
491,"Penstemon, blowout (Penstemon haydenii)",E,"$59,225","$871,594,938"
492,Nukupu`u (honeycreeper) (Hemignathus lucidus),E,"$59,164","$871,654,102"
493,"Spinymussel, Tar River (Elliptio steinstansana)",E,"$58,657","$871,712,759"
494,"Spiraea, Virginia (Spiraea virginiana)",T,"$58,580","$871,771,339"
495,"Moccasinshell, Gulf (Medionidus penicillatus)",E,"$58,402","$871,829,741"
496,"Butterwort, Godfrey's (Pinguicula ionantha)",T,"$58,316","$871,888,057"
497,"Pigtoe, oval (Pleurobema pyriforme)",E,"$58,202","$871,946,259"
498,"Honeycreeper, crested (Palmeria dolei)",E,"$57,534","$872,003,793"
499,"Moccasinshell, Ochlockonee (Medionidus simpsonianus)",E,"$56,327","$872,060,120"
500,Phyllostegia mollis (=Sci name),E,"$56,242","$872,116,362"
501,Pigeon wings (Clitoria fragrans),T,"$56,100","$872,172,462"
502,"Butterfly, El Segundo blue (Euphilotes battoides allyni)",E,"$55,871","$872,228,333"
503,"Salamander, Cheat Mountain (Plethodon nettingi)",T,"$55,480","$872,283,813"
504,"Silversword, Mauna Loa (=Ka'u) (Argyroxiphium kauense)",E,"$55,106","$872,338,919"
505,Uhiuhi (Caesalpinia kavaiense),E,"$54,557","$872,393,476"
506,"Springsnail, Bruneau Hot (Pyrgulopsis bruneauensis)",E,"$54,523","$872,447,999"
507,"Darter, duskytail (Etheostoma percnurum) Entire",E,"$54,477","$872,502,476"
508,"Gambusia, Pecos (Gambusia nobilis)",E,"$53,850","$872,556,326"
509,"Bush-clover, prairie (Lespedeza leptostachya)",T,"$53,827","$872,610,153"
510,"Shiner, Cape Fear (Notropis mekistocholas)",E,"$53,804","$872,663,957"
511,"Ceanothus, Pine Hill (Ceanothus roderickii)",E,"$53,462","$872,717,419"
512,`Aiea (Nothocestrum breviflorum),E,"$53,211","$872,770,630"
513,Schiedea hookeri (=Sci name),E,"$53,064","$872,823,694"
514,"Sandwort, Cumberland (Arenaria cumberlandensis)",E,"$52,325","$872,876,019"
515,"Thistle, Pitcher's (Cirsium pitcheri)",T,"$52,087","$872,928,106"
516,"Tuctoria, Greene's (Tuctoria greenei)",E,"$51,924","$872,980,030"
517,"Clubshell, ovate (Pleurobema perovatum)",E,"$51,782","$873,031,812"
518,"Lampmussel, Alabama (Lampsilis virescens)Entire Range; Except where listed as Experimental Populations",E,"$51,577","$873,083,389"
519,"Snake, Lake Erie water (Nerodia sipedon insularum)subspecies range clarified",T,"$51,340","$873,134,729"
520,"Shagreen, Magazine Mountain (Mesodon magazinensis)",T,"$51,000","$873,185,729"
521,"Beetle, Mount Hermon June (Polyphylla barbata)",E,"$50,964","$873,236,693"
522,"Watercress, Gambel's (Rorippa gambellii)",E,"$50,522","$873,287,215"
523,"Shrimp, California freshwater (Syncaris pacifica)",E,"$50,422","$873,337,637"
524,"Bat, Mexican long-nosed (Leptonycteris nivalis)",E,"$50,314","$873,387,951"
525,"Shiner, palezone (Notropis albizonatus)",E,"$50,277","$873,438,228"
526,"Naucorid, Ash Meadows (Ambrysus amargosus)",T,"$50,272","$873,488,500"
527,"Bladderpod, Zapata (Lesquerella thamnophila)",E,"$50,233","$873,538,733"
528,"Cactus, Nichol's Turk's head (Echinocactus horizonthalonius var.nicholii)",E,"$49,970","$873,588,703"
529,Hala pepe (Pleomele hawaiiensis),E,"$49,780","$873,638,483"
530,"Pupfish, Leon Springs (Cyprinodon bovinus)",E,"$49,650","$873,688,133"
531,Stenogyne kanehoana (=Sci name),E,"$49,349","$873,737,482"
531,Kamakahala (Labordia cyrtandrae),E,"$49,349","$873,786,831"
532,Alsinidendron trinerve (=Sci name),E,"$48,935","$873,835,766"
533,Haha (Cyanea st-johnii),E,"$48,574","$873,884,340"
534,Geocarpon minimum (=Sci name),T,"$48,553","$873,932,893"
535,"Thelypody, Howell's spectacular (Thelypodium howellii spectabilis)",T,"$48,540","$873,981,433"
536,Wireweed (Polygonella basiramia),E,"$48,500","$874,029,933"
537,"Ayenia, Texas (Ayenia limitaris)",E,"$47,965","$874,077,898"
538,Phyllostegia hirsuta (=Sci name),E,"$47,941","$874,125,839"
538,Kolea (Myrsine juddii),E,"$47,941","$874,173,780"
539,"Taraxacum, California (Taraxacum californicum)",E,"$47,887","$874,221,667"
540,Ha`iwale (Cyrtandra subumbellata),E,"$47,841","$874,269,508"
541,"Thistle, Chorro Creek bog (Cirsium fontinale var. obispoense)",E,"$47,485","$874,316,993"
542,Alani (Melicope lydgatei),E,"$47,449","$874,364,442"
542,Wawae`iole (Lycopodium (=Phlegmariurus) nutans),E,"$47,449","$874,411,891"
543,"Skullcap, Florida (Scutellaria floridana)",T,"$47,431","$874,459,322"
544,"Leather flower, Alabama (Clematis socialis)",E,"$47,416","$874,506,738"
545,Sanicula purpurea (=Sci name),E,"$47,349","$874,554,087"
546,"Dace, Independence Valley speckled (Rhinichthys osculus lethoporus)",E,"$47,163","$874,601,250"
547,"Phlox, Yreka (Phlox hirsuta)",E,"$46,671","$874,647,921"
548,Haha (Cyanea humboldtiana),E,"$46,609","$874,694,530"
548,Haha (Cyanea koolauensis),E,"$46,609","$874,741,139"
549,"Beetle, Comal Springs riffle (Heterelmis comalensis)",E,"$46,580","$874,787,719"
550,Lobelia gaudichaudii ssp. koolauensis (=Sci name),E,"$46,541","$874,834,260"
550,Viola oahuensis (=Sci name),E,"$46,541","$874,880,801"
551,Bonamia menziesii (=Sci name),E,"$46,516","$874,927,317"
552,Ha`iwale (Cyrtandra viridiflora),E,"$46,441","$874,973,758"
552,`Akoko (Chamaesyce rockii),E,"$46,441","$875,020,199"
552,Pteris lidgatei (=Sci name),E,"$46,441","$875,066,640"
553,"Sandwort, Marsh (Arenaria paludicola)",E,"$46,348","$875,112,988"
554,"Darter, slackwater (Etheostoma boschungi)",T,"$46,279","$875,159,267"
555,"Bladderpod, Spring Creek (Lesquerella perforata)",E,"$45,077","$875,204,344"
556,"Clarkia, Presidio (Clarkia franciscana)",E,"$45,000","$875,249,344"
557,"Morning-glory, Stebbins' (Calystegia stebbinsii)",E,"$44,765","$875,294,109"
558,Makou (Peucedanum sandwicense),T,"$44,758","$875,338,867"
559,"Sunflower, Schweinitz's (Helianthus schweinitzii)",E,"$44,686","$875,383,553"
560,Ohai (Sesbania tomentosa),E,"$44,478","$875,428,031"
561,"Monkshood, northern wild (Aconitum noveboracense)",T,"$44,352","$875,472,383"
562,"Milk-vetch, Ash meadows (Astragalus phoenix)",T,"$44,309","$875,516,692"
563,"Jaguarundi, Gulf Coast (Herpailurus (=Felis) yagouaroundi cacomitli)",E,"$43,480","$875,560,172"
564,"Snowbells, Texas (Styrax texanus)",E,"$43,102","$875,603,274"
565,"Chub, Sonora (Gila ditaenia)",T,"$43,100","$875,646,374"
566,"Chub, Pahranagat roundtail (Gila robusta jordani)",E,"$43,033","$875,689,407"
567,"Slabshell, Chipola (Elliptio chipolaensis)",T,"$42,815","$875,732,222"
568,"Cactus, Uinta Basin hookless (Sclerocactus glaucus)",T,"$42,722","$875,774,944"
569,"Cavesnail, Tumbling Creek (Antrobia culveri)",E,"$42,600","$875,817,544"
570,"Pitcher-plant, green (Sarracenia oreophila)",E,"$42,506","$875,860,050"
571,"Orcutt grass, San Joaquin (Orcuttia inaequalis)",T,"$42,325","$875,902,375"
572,"Stickseed, showy (Hackelia venusta)",E,"$42,277","$875,944,652"
573,"Bear-poppy, dwarf (Arctomecon humilis)",E,"$42,250","$875,986,902"
574,"Skullcap, large-flowered (Scutellaria montana)",T,"$42,131","$876,029,033"
575,"Cactus, Tobusch fishhook (Ancistrocactus tobuschii)",E,"$42,064","$876,071,097"
576,"Chub, Hutton tui (Gila bicolor ssp.)Hutton",T,"$42,000","$876,113,097"
577,"Iguana, Mona ground (Cyclura cornuta stejnegeri)",T,"$41,900","$876,154,997"
578,"Gambusia, Big Bend (Gambusia gaigei)",E,"$41,650","$876,196,647"
579,"Pitcher-plant, Alabama canebrake (Sarracenia rubra alabamensis)",E,"$41,591","$876,238,238"
580,"Ladies'-tresses, Navasota (Spiranthes parksii)",E,"$41,576","$876,279,814"
581,Plymouth Red-Bellied Turtle (Pseudemys rubriventris bangsi),E,"$41,408","$876,321,222"
582,Pua `ala (Brighamia rockii),E,"$41,398","$876,362,620"
583,"Mouse, Key Largo cotton (Peromyscus gossypinus allapaticola)",E,"$41,278","$876,403,898"
584,"Spinedace, Big Spring (Lepidomeda mollispinis pratensis)",T,"$41,243","$876,445,141"
585,"Meadowfoam, large-flowered woolly (Limnanthes floccosa ssp.grandiflora)",E,"$41,240","$876,486,381"
586,"Turtle, yellow-blotched map (Graptemys flavimaculata)",T,"$41,110","$876,527,491"
587,"Mucket, orangenacre (Lampsilis perovalis)",T,"$40,832","$876,568,323"
588,"Darter, amber (Percina antesella)",E,"$40,651","$876,608,974"
589,"Bird's-beak, salt marsh (Cordylanthus maritimus ssp. maritimus)",E,"$40,540","$876,649,514"
589,"Manioc, Walker's (Manihot walkerae)",E,"$40,540","$876,690,054"
