RANK,SPECIES NAME (50 CFR PART 17),SCIENTIFIC NAME,STATUS,"SPECIESTOTAL ($000)","CUMULATIVETOTAL","CUMULATIVEPERCENT"
579,`Oha,Delissea rivularis,E,14.0,"$379,550.17",99.19%
579,Haha,Cyanea (=Rollandia) humboldtiana,E,14.0,"$379,564.17",99.19%
579,Haha,Cyanea longiflora,E,14.0,"$379,578.17",99.20%
579,Kolea,Myrsine juddii,E,14.0,"$379,592.17",99.20%
579,"Fern, pendant kihi",Adenophorus periens,E,14.0,"$379,606.17",99.20%
593,Nehe,Lipochaeta tenuifolia,E,13.9,"$379,620.07",99.21%
594,Alsinodendron viscosum (=Sci. name),Alsinidendron viscosum,E,13.8,"$379,633.87",99.21%
595,"Frankenia, Johnston's",Frankenia johnstonii,E,13.7,"$379,647.57",99.21%
595,Loulu,Pritchardia schattaueri,E,13.7,"$379,661.27",99.22%
595,Platanthera holochila (=Sci. name),Platanthera holochila,E,13.7,"$379,674.97",99.22%
598,Achyranthes mutica (=Sci. name),Achyranthes mutica,E,13.65,"$379,688.62",99.23%
598,Phyllostegia velutina (=Sci. name),Phyllostegia velutina,E,13.65,"$379,702.27",99.23%
598,Phyllostegia warshaueri (=Sci. name),Phyllostegia warshaueri,E,13.65,"$379,715.92",99.23%
601,Gouania vitifolia (=Sci name),Gouania vitifolia,E,13.6,"$379,729.52",99.24%
601,Haha,Cyanea recta,T,13.6,"$379,743.12",99.24%
601,Kolea,Myrsine linearifolia,T,13.6,"$379,756.72",99.24%
604,Ha`iwale,Cyrtandra crenata,E,13.55,"$379,770.27",99.25%
605,"Moccasinshell, Coosa",Medionidus parvulus,E,13.5,"$379,783.77",99.25%
605,`Akoko,Chamaesyce deppeana,E,13.5,"$379,797.27",99.25%
605,A`e,Zanthoxylum dipetalum var. tomentosum,E,13.5,"$379,810.77",99.26%
605,Alani,Melicope saint-johnii,E,13.5,"$379,824.27",99.26%
605,Aupaka,Isodendrion longifolium,T,13.5,"$379,837.77",99.26%
605,"Cactus, Wright fishhook",Sclerocactus wrightiae,E,13.5,"$379,851.27",99.27%
605,Gouania meyenii (=Sci name),Gouania meyenii,E,13.5,"$379,864.77",99.27%
605,Haha,Cyanea platyphylla,E,13.5,"$379,878.27",99.27%
605,Koki`oke`oke`o,Hibiscus waimeae ssp. hannerae,E,13.5,"$379,891.77",99.28%
605,Kuawawaenohu,Alsinidendron lychnoides,E,13.5,"$379,905.27",99.28%
605,Laulihilihi (=Ma`oli`oli),Schiedea stellarioides,E,13.5,"$379,918.77",99.29%
605,Mapele,Cyrtandra cyaneoides,E,13.5,"$379,932.27",99.29%
605,Nani wai`ale`ale,Viola kauaiensis var. wahiawaensis,E,13.5,"$379,945.77",99.29%
605,"Phyllostegia wawrana , (=Sci. name)",Phyllostegia wawrana,E,13.5,"$379,959.27",99.30%
605,"Schiedea helleri , (=Sci. name)",Schiedea helleri,E,13.5,"$379,972.77",99.30%
605,"Schiedea membranacea , (=Sci. name)",Schiedea membranacea,E,13.5,"$379,986.27",99.30%
605,Trematolobelia singularis (=Sci. name),Trematolobelia singularis,E,13.5,"$379,999.77",99.31%
622,"Ma`aloa, Big Island",Neraudia ovata,E,13.4,"$380,013.17",99.31%
623,"Pigtoe, Cumberland (=Cumberland pigtoe mussel",Pleurobema gibberum,E,13.3,"$380,026.47",99.31%
623,"Crayfish, Nashville",Orconectes shoupi,E,13.3,"$380,039.77",99.32%
623,"Agave, Arizona",Agave arizonica,E,13.3,"$380,053.07",99.32%
626,"Rabbitsfoot, rough",Quadrula cylindrica strigillata,E,13.26,"$380,066.33",99.32%
627,Kiponapona,Phyllostegia racemosa,E,13.2,"$380,079.53",99.33%
628,Hedyotis degeneri (=Sci name),Hedyotis degeneri,E,13.15,"$380,092.68",99.33%
629,Haha,Cyanea pinnatifida,E,13.1,"$380,105.78",99.33%
629,Loulu,Pritchardia napaliensis,E,13.1,"$380,118.88",99.34%
631,Haha,Cyanea dunbarii,E,13.05,"$380,131.93",99.34%
631,"Love grass, Fosberg's",Eragrostis fosbergii,E,13.05,"$380,144.98",99.34%
631,Stenogyne kanehoana (=Sci name),Stenogyne kanehoana,E,13.05,"$380,158.03",99.35%
634,`Anunu,Sicyos alba,E,13.0,"$380,171.03",99.35%
634,`Oha wai,Clermontia drepanomorpha,E,13.0,"$380,184.03",99.35%
634,Alani,Melicope zahlbruckneri,E,13.0,"$380,197.03",99.36%
634,"Goldenrod, white-haired",Solidago albopilosa,T,13.0,"$380,210.03",99.36%
634,Lau `ehu,Panicum niihauense,E,13.0,"$380,223.03",99.36%
634,Schiedea kauaiensis (=Sci. name),Schiedea kauaiensis,E,13.0,"$380,236.03",99.37%
640,"Combshell, Cumberlandian",Epioblasma brevidens,E,12.98,"$380,249.01",99.37%
641,"Pearlymussel, Cumberland monkeyface",Quadrula intermedia,E,12.76,"$380,261.77",99.37%
642,Loulu,Pritchardia kaalae,E,12.6,"$380,274.37",99.38%
643,`Akoko,Chamaesyce herbstii,E,12.5,"$380,286.87",99.38%
643,`Akoko,Chamaesyce kuwaleana,E,12.5,"$380,299.37",99.38%
643,Abutilon sandwicense (=Sci name),Abutilon sandwicense,E,12.5,"$380,311.87",99.39%
643,"Ipomopsis, Holy Ghost",Ipomopsis sancti-spiritus,E,12.5,"$380,324.37",99.39%
643,Nehe,Lipochaeta lobata var. leptophylla,E,12.5,"$380,336.87",99.39%
643,Neraudia sericea (=Sci name),Neraudia sericea,E,12.5,"$380,349.37",99.40%
643,Pamakani,Viola chamissoniana ssp. chamissoniana,E,12.5,"$380,361.87",99.40%
643,"Roseroot, Leedy's",Sedum integrifolium ssp. leedyi,T,12.5,"$380,374.37",99.40%
643,Schiedea sarmentosa (=Sci. name),Schiedea sarmentosa,E,12.5,"$380,386.87",99.41%
643,Asplenium fragile var. insulare (=Sci name),Asplenium fragile var. insulare,E,12.5,"$380,399.37",99.41%
643,Diellia unisora (=Sci name),Diellia unisora,E,12.5,"$380,411.87",99.41%
654,"Pigtoe, fine-rayed",Fusconaia cuneolus,E,12.46,"$380,424.32",99.42%
655,"Darter, goldline",Percina aurolineata,T,12.45,"$380,436.77",99.42%
656,"Cliff-rose, Arizona",Purshia subintegra,E,12.4,"$380,449.17",99.42%
657,"Lichen, rock gnome",Gymnoderma lineare,E,12.2,"$380,461.37",99.43%
658,"Clarkia, Springville",Clarkia springvillensis,T,12.1,"$380,473.47",99.43%
658,"Chub, Yaqui",Gila purpurea,E,12.1,"$380,485.57",99.43%
660,"Coqui, golden",Eleutherodactylus jasperi,T,12.0,"$380,497.57",99.44%
660,"Moccasinshell, Ochlockonee",Medionidus simpsonianus,E,12.0,"$380,509.57",99.44%
660,"Evening-primrose, Eureka Valley",Oenothera avita ssp. eurekensis,E,12.0,"$380,521.57",99.44%
660,"Grass, Eureka Dune",Swallenia alexandrae,E,12.0,"$380,533.57",99.45%
660,Kauai hau kuahiwi,Hibiscadelphus distans,E,12.0,"$380,545.57",99.45%
665,"Sedge, Navajo",Carex specuicola,T,11.9,"$380,557.47",99.45%
666,"Pocketbook (mussel), shinyrayed",Lampsilis subangulata,E,11.87,"$380,569.35",99.46%
667,"Blazingstar, Heller's",Liatris helleri,T,11.6,"$380,580.95",99.46%
668,"Petrel, Hawaiian dark-rumped",Pterodroma phaeopygia sandwichensis,E,11.5,"$380,592.45",99.46%
668,"Pupfish, Comanche Springs",Cyprinodon elegans,E,11.5,"$380,603.95",99.46%
668,"Cinquefoil, Robbins'",Potentilla robbinsiana,E,11.5,"$380,615.45",99.47%
671,"Cactus, Arizona hedgehog",Echinocereus triglochidiatus var. arizonicus,E,11.3,"$380,626.75",99.47%
672,"Madtom, Smoky",Noturus baileyi,E,11.2,"$380,637.95",99.47%
673,"Madtom, Scioto",Noturus trautmani,E,11.0,"$380,648.95",99.48%
673,"Whitlow-wort, papery",Paronychia chartacea,T,11.0,"$380,659.95",99.48%
675,"Turtle, flattened musk",Sternotherus depressus,T,10.89,"$380,670.83",99.48%
676,"Trout, Paiute cutthroat",Oncorhynchus clarki seleniris,T,10.8,"$380,681.63",99.48%
677,"Elktoe, Cumberland",Alasmidonta atropurpurea,E,10.67,"$380,692.30",99.49%
678,"Pearlymussel, Appalachian monkeyface",Quadrula sparsa,E,10.6,"$380,702.90",99.49%
678,"Pearlymussel, dromedary",Dromus dromas,E,10.6,"$380,713.50",99.49%
680,"Pearlymussel, tubercled-blossom",Epioblasma torulosa torulosa,E,10.5,"$380,724.00",99.50%
680,"Pitcher-plant, Alabama canebrake",Sarracenia rubra ssp. alabamensis,E,10.5,"$380,734.50",99.50%
682,"Pigtoe, shiny",Fusconaia cor,E,10.36,"$380,744.86",99.50%
683,"Milk-vetch, Sentry",Astragalus cremnophylax var. cremnophylax,E,10.3,"$380,755.16",99.50%
684,"Poolfish, Pahrump",Empetrichthys latos,E,10.26,"$380,765.42",99.51%
685,"Torreya, Florida",Torreya taxifolia,E,10.2,"$380,775.62",99.51%
686,"Fern, American hart's-tongue",Asplenium scolopendrium var. americanum,T,10.04,"$380,785.65",99.51%
687,"Nightjar, Puerto Rican",Caprimulgus noctitherus,E,10.0,"$380,795.65",99.51%
687,"Cactus, bunched cory",Coryphantha ramillosa,T,10.0,"$380,805.65",99.52%
687,"Cactus, Lee pincushion",Coryphantha sneedii var. leei,T,10.0,"$380,815.65",99.52%
690,Kio`ele,Hedyotis coriacea,E,9.99,"$380,825.65",99.52%
691,"Isopod, Socorro",Thermosphaeroma thermophilus,E,9.83,"$380,835.48",99.52%
692,"Bean, purple (=Fine-rayed purple pearly mussel)",Villosa perpurpurea,E,9.83,"$380,845.31",99.53%
693,"Dace, Ash Meadows speckled",Rhinichthys osculus nevadensis,E,9.65,"$380,854.96",99.53%
694,"Seal, Caribbean monk",Monachus tropicalis,E,9.6,"$380,864.56",99.53%
694,"Townsendia, Last Chance",Townsendia aprica,T,9.6,"$380,874.16",99.53%
696,"Pearlymussel, cracking",Hemistena lata,E,9.5,"$380,883.66",99.54%
696,"Crayfish, cave [no common name]",Cambarus zophonastes,E,9.5,"$380,893.16",99.54%
696,"Warea, wide-leaf",Warea amplexifolia,E,9.5,"$380,902.66",99.54%
699,Haplostachys haplostachya (=Sci name),Haplostachys haplostachya,E,9.44,"$380,912.10",99.54%
699,Stenogyne angustifolia (=Sci name),Stenogyne angustifolia,E,9.44,"$380,921.55",99.55%
701,"Malocothrix, Santa Cruz Island",Malacothrix indecora,E,9.4,"$380,930.95",99.55%
701,"Milk-vetch, Osterhout",Astragalus osterhoutii,E,9.4,"$380,940.35",99.55%
701,"Phacelia, island",Phacelia insularis var. insularis,E,9.4,"$380,949.75",99.55%
704,"Orcutt grass, Sacramento",Orcuttia viscida,E,9.3,"$380,959.05",99.56%
705,"Cactus, Siler pincushion",Pediocactus sileri,T,9.2,"$380,968.25",99.56%
706,"Dropwort, Canby's",Oxypolis canbyi,E,9.1,"$380,977.35",99.56%
707,"Kangaroo rat, Morro Bay",Dipodomys heermanni morroensis,E,9.0,"$380,986.35",99.56%
707,"Iguana, Mona ground",Cyclura stejnegeri,T,9.0,"$380,995.35",99.57%
707,"Pearlymussel, pale lilliput",Toxolasma cylindrellus,E,9.0,"$381,004.35",99.57%
707,"Cactus, Lloyd's Mariposa",Echinomastus mariposensis,T,9.0,"$381,013.35",99.57%
707,"Cactus, Peebles Navajo",Pediocactus peeblesianus var. peeblesianus,E,9.0,"$381,022.35",99.57%
707,"Centaury, spring-loving",Centaurium namophilum,T,9.0,"$381,031.35",99.58%
707,Geocarpon minimum (=Sci name),Geocarpon minimum,T,9.0,"$381,040.35",99.58%
707,"Hypericum, highlands scrub",Hypericum cumulicola,E,9.0,"$381,049.35",99.58%
707,"Milk-vetch, heliotrope",Astragalus montii,T,9.0,"$381,058.35",99.58%
707,"Niterwort, Amargosa",Nitrophila mohavensis,E,9.0,"$381,067.35",99.59%
707,Snakeroot,Eryngium cuneifolium,E,9.0,"$381,076.35",99.59%
707,"Cladonia, Florida perforate",Cladonia perforata,E,9.0,"$381,085.35",99.59%
719,"Goldfields, Burke's",Lasthenia burkei,E,8.8,"$381,094.15",99.59%
720,"Bluet, Roan Mountain",Hedyotis purpurea var. montana,E,8.7,"$381,102.85",99.59%
720,"Goldenrod, Blue Ridge",Solidago spithamaea,T,8.7,"$381,111.55",99.60%
720,"Spurge, Garber's",Chamaesyce garberi,T,8.7,"$381,120.25",99.60%
720,"Vetch, Hawaiian",Vicia menziesii,E,8.7,"$381,128.95",99.60%
724,Delissea rhytidosperma (=Sci name),Delissea rhytidosperma,E,8.5,"$381,137.45",99.60%
724,"Heather, mountain golden",Hudsonia montana,T,8.5,"$381,145.95",99.61%
724,Wawae`iole,Huperzia mannii,E,8.5,"$381,154.45",99.61%
727,Loulu,Pritchardia affinis,E,8.4,"$381,162.85",99.61%
728,"Whipsnake, (=striped racer) Alameda",Masticophis lateralis euryxanthus,T,8.3,"$381,171.15",99.61%
728,"Goldenrod, Short's",Solidago shortii,E,8.3,"$381,179.45",99.61%
730,"Pearlymussel, yellow-blossom",Epioblasma florentina florentina,E,8.1,"$381,187.55",99.62%
730,"Phacelia, North Park",Phacelia formosula,E,8.1,"$381,195.65",99.62%
732,"Daisy, lakeside",Hymenoxys herbacea (=acaulis var. glabra^),T,8.06,"$381,203.71",99.62%
733,"Boa, Mona",Epicrates monensis monensis,T,8.0,"$381,211.71",99.62%
733,"Boa, Virgin Islands tree",Epicrates monensis granti,E,8.0,"$381,219.71",99.63%
733,Guajon,Eleutherodactylus cooki,T,8.0,"$381,227.71",99.63%
733,"Pigtoe, dark",Pleurobema furvum,E,8.0,"$381,235.71",99.63%
733,"Blue-star, Kearney's",Amsonia kearneyana,E,8.0,"$381,243.71",99.63%
733,"Cactus, Nichol's Turk's head",Echinocactus horizonthalonius var. nicholii,E,8.0,"$381,251.71",99.63%
733,Haha,Cyanea hamatiflora ssp. carlsonii,E,8.0,"$381,259.71",99.64%
733,"Mallow, Peter's Mountain",Iliamna corei,E,8.0,"$381,267.71",99.64%
733,Po`e,Portulaca sclerocarpa,E,8.0,"$381,275.71",99.64%
733,"Wire-lettuce, Malheur",Stephanomeria malheurensis,E,8.0,"$381,283.71",99.64%
733,Wireweed,Polygonella basiramia,E,8.0,"$381,291.71",99.64%
744,"Rock-cress, shale barren",Arabis serotina,E,7.9,"$381,299.61",99.65%
745,"Pearlymussel, white wartyback",Plethobasus cicatricosus,E,7.9,"$381,307.51",99.65%
746,"Pupfish, Warm Springs",Cyprinodon nevadensis pectoralis,E,7.5,"$381,315.01",99.65%
746,Viola lanaiensis (=Sci name),Viola lanaiensis,E,7.5,"$381,322.51",99.65%
748,"Lousewort, Furbish",Pedicularis furbishiae,E,7.5,"$381,330.01",99.65%
749,"Sheep, bighorn (Peninsular Ranges pop. in CA)",Ovis canadensis cremnobates,E,7.37,"$381,337.38",99.66%
750,Kaulu,Pteralyxia kauaiensis,E,7.3,"$381,344.68",99.66%
750,"Bladderpod, Dudley Bluffs",Lesquerella congesta,T,7.3,"$381,351.98",99.66%
750,"Bush-mallow, San Clemente Island",Malacothamnus clementinus,E,7.3,"$381,359.28",99.66%
750,"Grass, Colusa",Neostapfia colusana,T,7.3,"$381,366.58",99.66%
750,"Orcutt grass, San Joaquin",Orcuttia inaequalis,T,7.3,"$381,373.88",99.67%
750,"Owl's-clover, fleshy",Castilleja campestris ssp. succulenta,T,7.3,"$381,381.18",99.67%
756,"Mustard, Penland alpine fen",Eutrema penlandii,T,7.2,"$381,388.38",99.67%
757,"Mouse, Anastasia Island beach",Peromyscus polionotus phasma,E,7.0,"$381,395.38",99.67%
757,"Lizard, St. Croix ground",Ameiva polops,E,7.0,"$381,402.38",99.67%
757,"Snail, Chittenango ovate amber",Succinea chittenangoensis,T,7.0,"$381,409.38",99.67%
757,"Blazingstar, Ash Meadows",Mentzelia leucophylla,T,7.0,"$381,416.38",99.68%
757,Cordia bellonis,Cordia bellonis,E,7.0,"$381,423.38",99.68%
757,Eugenia woodburyana (=Sci name),Eugenia woodburyana,E,7.0,"$381,430.38",99.68%
757,"Geranium, Hawaiian red-flowered",Geranium arboreum,E,7.0,"$381,437.38",99.68%
757,Gesneria pauciflora (=Sci name),Gesneria pauciflora,T,7.0,"$381,444.38",99.68%
757,"Gumplant, Ash Meadows",Grindelia fraxino-pratensis,T,7.0,"$381,451.38",99.69%
757,"Ivesia, Ash Meadows",Ivesia kingii var. eremica,T,7.0,"$381,458.38",99.69%
757,Mahoe,Alectryon macrococcus,E,7.0,"$381,465.38",99.69%
757,"Manzanita, Santa Rosa Island",Arctostaphylos confertiflora,E,7.0,"$381,472.38",99.69%
757,"Milk-vetch, Ash meadows",Astragalus phoenix,T,7.0,"$381,479.38",99.69%
757,"Rosa, palo de",Ottoschulzia rhodoxylon,E,7.0,"$381,486.38",99.69%
757,"Sunray, Ash Meadows",Enceliopsis nudicaulis var. corrugata,T,7.0,"$381,493.38",99.70%
757,Vernonia proctorii (=Sci name),Vernonia proctorii,E,7.0,"$381,500.38",99.70%
773,Ko`oko`olau,Bidens micrantha ssp. kalealaha,E,6.9,"$381,507.28",99.70%
774,"Darter, bluemask (=jewel)",Etheostoma (Doration) sp.,E,6.6,"$381,513.88",99.70%
774,"Pearlymussel, green-blossom",Epioblasma torulosa gubernaculum,E,6.6,"$381,520.48",99.70%
774,"Pearlymussel, turgid-blossom",Epioblasma turgidula,E,6.6,"$381,527.08",99.71%
774,"Gilia, Hoffmann's slender-flowered",Gilia tenuiflora ssp. hoffmannii,E,6.6,"$381,533.68",99.71%
778,"Chub, Chihuahua",Gila nigrescens,T,6.5,"$381,540.18",99.71%
778,"Pigtoe, rough",Pleurobema plenum,E,6.5,"$381,546.68",99.71%
778,"Springsnail, Socorro",Pyrgulopsis neomexicana,E,6.5,"$381,553.18",99.71%
778,"Beauty, Harper's",Harperocallis flava,E,6.5,"$381,559.68",99.71%
778,"Lead-plant, Crenulate",Amorpha crenulata,E,6.5,"$381,566.18",99.72%
778,"Milkpea, Small's",Galactia smallii,E,6.5,"$381,572.68",99.72%
778,"Pawpaw, four-petal",Asimina tetramera,E,6.5,"$381,579.18",99.72%
778,"Polygala, tiny",Polygala smallii,E,6.5,"$381,585.68",99.72%
778,"Rosemary, Apalachicola",Conradina glabra,E,6.5,"$381,592.18",99.72%
778,"Spurge, deltoid",Chamaesyce deltoidea ssp. deltoidea,E,6.5,"$381,598.68",99.72%
788,"Twinpod, Dudley Bluffs",Physaria obcordata,T,6.4,"$381,605.08",99.73%
789,Delissea undulata (=Sci name),Delissea undulata,E,6.3,"$381,611.38",99.73%
789,"Beetle, delta green ground",Elaphrus viridis,T,6.3,"$381,617.68",99.73%
789,"Butterfly, callippe silverspot",Speyeria callippe callippe,E,6.3,"$381,623.98",99.73%
789,"Butterfly, Lange's metalmark",Apodemia mormo langei,E,6.3,"$381,630.28",99.73%
789,"Wild-buckwheat, clay-loving",Eriogonum pelinophilum,E,6.3,"$381,636.58",99.73%
794,"Grass, Tennessee yellow-eyed",Xyris tennesseensis,E,6.1,"$381,642.68",99.74%
794,"Primrose, Maguire",Primula maguirei,T,6.1,"$381,648.78",99.74%
796,"Button, Mohr's Barbara",Marshallia mohrii,T,6.03,"$381,654.81",99.74%
797,"Catfish, Yaqui",Ictalurus pricei,T,6.0,"$381,660.81",99.74%
797,"Shiner, beautiful",Cyprinella formosa,T,6.0,"$381,666.81",99.74%
797,`Aiea,Nothocestrum breviflorum,E,6.0,"$381,672.81",99.74%
797,"Ambrosia, south Texas",Ambrosia cheiranthifolia,E,6.0,"$381,678.81",99.75%
797,"Bird's-beak, salt marsh",Cordylanthus maritimus ssp. maritimus,E,6.0,"$381,684.81",99.75%
797,"Blazingstar, scrub",Liatris ohlingerae,E,6.0,"$381,690.81",99.75%
797,"Chumbo, higo",Harrisia portoricensis,T,6.0,"$381,696.81",99.75%
797,Erubia,Solanum drymophilum,E,6.0,"$381,702.81",99.75%
797,"Evening-primrose, San Benito",Camissonia benitensis,T,6.0,"$381,708.81",99.75%
797,"Manioc, Walker's",Manihot walkerae,E,6.0,"$381,714.81",99.75%
797,"Pitaya, Davis' green",Echinocereus viridiflorus var. davisii,E,6.0,"$381,720.81",99.76%
797,"Plum, scrub",Prunus geniculata,E,6.0,"$381,726.81",99.76%
797,"Spineflower, Monterey",Chorizanthe pungens var. pungens,T,6.0,"$381,732.81",99.76%
797,"Tree, pygmy fringe",Chionanthus pygmaeus,E,6.0,"$381,738.81",99.76%
811,Capa rosa,Callicarpa ampla,E,5.8,"$381,744.61",99.76%
811,Chupacallos (=Chupagallo),Pleodendron macranthum,E,5.8,"$381,750.41",99.76%
813,"Sculpin, pygmy",Cottus pygmaeus,T,5.7,"$381,756.11",99.77%
813,"Gooseberry, Miccosukee (Florida)",Ribes echinellum,T,5.7,"$381,761.81",99.77%
815,Munroidendron racemosum (=Sci name),Munroidendron racemosum,E,5.6,"$381,767.41",99.77%
816,"Heartleaf, dwarf-flowered",Hexastylis naniflora,T,5.59,"$381,773.00",99.77%
817,"Chub, slender",Erimystax cahni,T,5.56,"$381,778.55",99.77%
818,"Chub, Borax Lake",Gila boraxobius,E,5.5,"$381,784.05",99.77%
818,"Madtom, pygmy",Noturus stanauli,E,5.5,"$381,789.55",99.77%
818,"Chaff-flower, round-leaved",Achyranthes splendens var. rotundata,E,5.5,"$381,795.05",99.78%
821,"Butterfly, San Bruno elfin",Callophrys mossii bayensis,E,5.3,"$381,800.35",99.78%
821,"Evening-primrose, Antioch Dunes",Oenothera deltoides ssp. howellii,E,5.3,"$381,805.65",99.78%
821,"Fiddleneck, Large-flowered",Amsinckia grandiflora,E,5.3,"$381,810.95",99.78%
821,"Sunshine, Sonoma (=Stickyseed, Baker's)",Blennosperma bakeri,E,5.3,"$381,816.25",99.78%
821,"Trillium, persistent",Trillium persistens,E,5.3,"$381,821.55",99.78%
821,"Wallflower, Contra Costa",Erysimum capitatum var. angustatum,E,5.3,"$381,826.85",99.78%
827,"Skink, sand",Neoseps reynoldsi,T,5.2,"$381,832.05",99.79%
828,"Beaked-rush, Knieskern's",Rhynchospora knieskernii,T,5.1,"$381,837.15",99.79%
829,"`Aiakeakua, popolo",Solanum sandwicense,E,5.03,"$381,842.18",99.79%
830,"Snake, Concho water",Nerodia paucimaculata,T,5.0,"$381,847.18",99.79%
830,"Darter, slackwater",Etheostoma boschungi,T,5.0,"$381,852.18",99.79%
830,Aristida chaseae (=Sci name),Aristida chaseae,E,5.0,"$381,857.18",99.79%
830,Bariaco,Trichilia triacantha,E,5.0,"$381,862.18",99.79%
830,"Boxwood, Vahl's",Buxus vahlii,E,5.0,"$381,867.18",99.79%
830,Chamaecrista glandulosa var. mirabilis (=Sci,Chamaecrista glandulosa var. mirabilis,E,5.0,"$381,872.18",99.80%
830,"Goetzea, beautiful (matabuey)",Goetzea elegans,E,5.0,"$381,877.18",99.80%
830,Higuero de Sierra,Crescentia portoricensis,E,5.0,"$381,882.18",99.80%
830,"Kuahiwi, laukahi",Plantago hawaiensis,E,5.0,"$381,887.18",99.80%
830,Lyonia truncata var. proctorii (=Sci name),Lyonia truncata var. proctorii,E,5.0,"$381,892.18",99.80%
830,Mitracarpus maxwelliae (=Sci name),Mitracarpus maxwelliae,E,5.0,"$381,897.18",99.80%
830,Mitracarpus polycladus (=Sci name),Mitracarpus polycladus,E,5.0,"$381,902.18",99.80%
830,Pelos del diablo,Aristida portoricensis,E,5.0,"$381,907.18",99.80%
830,"Prairie-clover, leafy",Dalea foliosa,E,5.0,"$381,912.18",99.81%
830,Schoepfia arenaria (=Sci name),Schoepfia arenaria,T,5.0,"$381,917.18",99.81%
845,"Cycladenia, Jones",Cycladenia humilis var. jonesii,T,4.9,"$381,922.08",99.81%
846,Uvillo,Eugenia haematocarpa,E,4.8,"$381,926.88",99.81%
847,"Whale, finback",Balaenoptera physalus,E,4.75,"$381,931.63",99.81%
847,"Whale, Sei",Balaenoptera borealis,E,4.75,"$381,936.38",99.81%
847,"Whale, sperm",Physeter macrocephalus (=catodon),E,4.75,"$381,941.13",99.81%
850,"Barberry, island",Berberis pinnata ssp. insularis,E,4.5,"$381,945.63",99.81%
850,"Lupine, scrub",Lupinus aridorum,E,4.5,"$381,950.13",99.82%
850,"Skullcap, Florida",Scutellaria floridana,T,4.5,"$381,954.63",99.82%
853,"Riversnail, Anthony's",Athearnia anthonyi,E,4.42,"$381,959.05",99.82%
854,Palo de jazmin,Styrax portoricensis,E,4.4,"$381,963.45",99.82%
855,"Buckwheat, steamboat",Eriogonum ovalifolium var. williamsiae,E,4.3,"$381,967.75",99.82%
855,"Goldfields, Contra Costa",Lasthenia conjugens,E,4.3,"$381,972.05",99.82%
855,Haha,Cyanea lobata,E,4.3,"$381,976.35",99.82%
855,Diellia pallida (=laciniata) (=Sci name),Diellia pallida (=laciniata),E,4.3,"$381,980.65",99.82%
859,"Whale, blue",Balaenoptera musculus,E,4.25,"$381,984.90",99.83%
860,"Shagreen, Magazine Mountain",Mesodon magazinensis,T,4.1,"$381,989.00",99.83%
860,Haha,Cyanea stictophylla,E,4.1,"$381,993.10",99.83%
860,"Ischaemum, Hilo",Ischaemum byrone,E,4.1,"$381,997.20",99.83%
860,Kamakahala,Labordia lydgatei,E,4.1,"$382,001.30",99.83%
860,"Poppy-mallow, Texas",Callirhoe scabriuscula,E,4.1,"$382,005.40",99.83%
865,"Naucorid, Ash Meadows",Ambrysus amargosus,T,4.0,"$382,009.40",99.83%
865,"Isopod, Lee County cave",Lirceus usdagalun,E,4.0,"$382,013.40",99.83%
865,A`e,Zanthoxylum hawaiiense,E,4.0,"$382,017.40",99.83%
865,Alani,Melicope haupuensis,E,4.0,"$382,021.40",99.83%
865,Alani,Melicope quadrangularis,E,4.0,"$382,025.40",99.84%
865,Auerodendron pauciflorum (=Sci name),Auerodendron pauciflorum,E,4.0,"$382,029.40",99.84%
865,"Bluegrass, San Bernardino",Poa atropurpurea,E,4.0,"$382,033.40",99.84%
865,Calyptranthes thomasiana (=Sci name),Calyptranthes thomasiana,E,4.0,"$382,037.40",99.84%
865,Cyanea undulata (=Sci name),Cyanea undulata,E,4.0,"$382,041.40",99.84%
865,Haha,Cyanea asarifolia,E,4.0,"$382,045.40",99.84%
865,Lepanthes eltoroensis (=Sci name),Lepanthes eltoroensis,E,4.0,"$382,049.40",99.84%
865,Leptocereus grantianus (=Sci name),Leptocereus grantianus,E,4.0,"$382,053.40",99.84%
865,Makou,Peucedanum sandwicense,T,4.0,"$382,057.40",99.84%
865,"Negra, cobana",Stahlia monosperma,T,4.0,"$382,061.40",99.85%
865,Palo de Nigua,Cornutia obovata,E,4.0,"$382,065.40",99.85%
865,"Peperomia, Wheeler's",Peperomia wheeleri,E,4.0,"$382,069.40",99.85%
865,Phyllostegia waimeae (=Sci name),Phyllostegia waimeae,E,4.0,"$382,073.40",99.85%
865,Poa siphonoglossa (=Sci name),Poa siphonoglossa,E,4.0,"$382,077.40",99.85%
865,Stenogyne campanulata (=Sci name),Stenogyne campanulata,E,4.0,"$382,081.40",99.85%
865,Ternstroemia subsessilis (=Sci name),Ternstroemia subsessilis,E,4.0,"$382,085.40",99.85%
865,Xylosma crenatum (=Sci name),Xylosma crenatum,E,4.0,"$382,089.40",99.85%
886,"Spider, spruce-fir moss",Microhexura montivaga,E,3.9,"$382,093.30",99.85%
887,"Dace, Kendall Warm Springs",Rhinichthys osculus thermalis,E,3.8,"$382,097.10",99.85%
887,"Darter, bayou",Etheostoma rubrum,T,3.8,"$382,100.90",99.86%
887,Palo colorado,Ternstroemia luquillensis,E,3.8,"$382,104.70",99.86%
890,"Fatmucket, Arkansas",Lampsilis powelli,T,3.7,"$382,108.40",99.86%
